0
//Type	Name                               
492   	"Ice Break Bead"                     
493   	"Ice Blast Bead"                     
494   	"Deathfire Orb"                      
495   	"Busting Flare Bead"                 
496   	"[Bound] Wings of Hit"               
498   	"Death Ice Ball"                     
500   	"Brilliant Orb (I)"                  
503   	"Antonias' Sword (I)"                
505   	"Anger Errtel (I)"                   
506   	"Blessing Errtel (I)"                
507   	"Integrity Errtel (I)"               
508   	"Divinity (I)"                       
509   	"Pentagram Emblem"                   
510   	"Ertel Emblem"                       
end	
	
13	
//Type	Name                                 
0     	"Guardian Angel"                     
1     	"Imp"                                
2     	"Horn of Uniria"                     
3     	"Horn of Dinorant"                   
4     	"Dark Horse"                         
5     	"Dark Raven"                         
7     	"Contract (Summon)"                  
8     	"Ring of Ice"                        
9     	"Ring of Poison"                     
10    	"Transformation Ring"                
11    	"Order (Guardian/Life Stone)"        
12    	"Pendant of Lighting"                
13    	"Pendant of Fire"                    
14    	"Loch's Feather"                     
15    	"Fruits"                             
16    	"Scroll of Archangel"                
17    	"Blood Bone"                         
18    	"Invisibility Cloak"                 
19    	"Absolute Weapon of Archangel"       
20    	"Wizards Ring"                       
21    	"Ring of Fire"                       
22    	"Ring of Earth"                      
23    	"Ring of Wind"                       
24    	"Ring of Magic"                      
25    	"Pendant of Ice"                     
26    	"Pendant of Wind"                    
27    	"Pendant of Water"                   
28    	"Pendant of Ability"                 
29    	"Armor of Guardsman"                 
30    	"Cape of Lord"                       
31    	"Spirit"                             
32    	"Splinter of Armor"                  
33    	"Bless of Guardian"                  
34    	"Claw of Beast"                      
35    	"Fragment of Horn"                   
36    	"Broken Horn"                        
37    	"Horn of Fenrir"                     
38    	"Moonstone Pendant"                  
39    	"EliteTransfer Skeleton Ring"        
40    	"Jack Olantern Ring"                 
41    	"Transfer Christmas Ring"            
42    	"Ring of GM"                         
43    	"Seal of Ascension"                  
44    	"Seal of Wealth"                     
45    	"Seal of Sustenance"                 
46    	"Devil Square Ticket"                
47    	"Blood Castle Ticket"                
48    	"Kalima Ticket"                      
49    	"Old Scroll"                         
50    	"Illusion Sorcerer Covenant "        
51    	"Scroll of Blood"                    
52    	"Condor Flame"                       
53    	"Condor Feather"                     
54    	"Reset Fruit Strength"               
55    	"Reset Fruit Quickness"              
56    	"Reset Fruit Health"                 
57    	"Reset Fruit Energy"                 
58    	"Reset Fruit Control"                
59    	"Seal of Mobility"                   
60    	"Indulgence"                         
61    	"Illusion Temple Ticket"             
62    	"Seal of Healing"                    
63    	"Seal of Divinity"                   
64    	"Demon"                              
65    	"Spirit of Guardian"                 
66    	"Invitation to Santa Village"        
67    	"Pet Rudolph"                        
68    	"Snowman Transformation Ring"        
69    	"Talisman of Resurrection"           
70    	"Talisman of Mobility"               
71    	"Sword/Mace/Spear"                   
72    	"Staff"                              
73    	"Bow/Crossbow"                       
74    	"Scepter"                            
75    	"Stick"                              
76    	"Panda Ring"                         
77    	"Brown Panda Ring"                   
78    	"Pink Panda Ring"                    
80    	"Pet Panda"                          
81    	"Talisman of Guardian"               
82    	"Talisman of Item Protection"        
83    	"Talisman of Wings of Satan"         
84    	"Talisman of Wings of Heaven"        
85    	"Talisman of Wings of Elf"           
86    	"Talisman of Wing of Curse"          
87    	"Talisman of Cape of Emperor"        
88    	"Talisman of Wings of Dragon"        
89    	"Talisman of Wings of Soul"          
90    	"Talisman of Wings of Spirits"       
91    	"Talisman of Wing of Despair"        
92    	"Talisman of Wings of Darkness"      
93    	"Master Seal of Ascension"           
94    	"Master Seal of Wealth"              
95    	"Gladiator's Honor"                  
96    	"Seal of Strength"                   
97    	"Magic Gladiator Character Car"      
98    	"Dark Lord Character Card"           
99    	"Key"                                
100   	"Rune Wizard Character Card"         
101   	"Slayer Character Card"              
103   	"Party EXP Scroll"                   
104   	"Max AG Boost Aura"                  
105   	"Max SD Boost Aura"                  
106   	"Pet Unicorn"                        
107   	"Lethal Wizard's Ring"               
109   	"Sapphire Ring"                      
110   	"Ruby Ring"                          
111   	"Topaz Ring"                         
112   	"Amethyst Ring"                      
113   	"Ruby Necklace"                      
114   	"Emerald Necklace"                   
115   	"Sapphire Necklace"                  
116   	"Seal of Wealth"                     
117   	"Minimum Vitality Potion"            
118   	"Low Vitality Potion"                
119   	"Medium Vitality Potion"             
120   	"High Vitality Potion"               
121   	"Access Ticket to Chaos Castle"      
122   	"Skeleton Transformation Ring"       
123   	"Pet Skeleton"                       
124   	"Paid Channel Access Ticket"         
125   	"Access Ticket to Doppelganger E"    
126   	"Access Ticket to Varka"             
127   	"Access Ticket to Varka Map 7"       
128   	"Hawk Figurine"                      
129   	"Goat Figurine"                      
130   	"Oak Charm"                          
131   	"Maple Charm"                        
132   	"Golden Oak Charm"                   
133   	"Golden Maple Charm"                 
134   	"Worn Horseshoe"                     
135   	"1st Lucky Armor Ticket"             
136   	"1st Lucky Pants Ticket"             
137   	"1st Lucky Helm Ticket"              
138   	"1st Lucky Gloves Ticket"            
139   	"1st Lucky Boots Ticket"             
140   	"2nd Lucky Armor Ticket"             
141   	"2nd Lucky Pants Ticket"             
142   	"2nd Lucky Helm Ticket"              
143   	"2nd Lucky Gloves Ticket"            
144   	"2nd Lucky Boots Ticket"             
145   	"Spirit Map Fragment"                
146   	"Spirit Map"                         
147   	"Trophies of Battle"                 
148   	"Green Ink"                          
149   	"Blue Ink"                           
150   	"Red Ink"                            
151   	"Parchment of Soul"                  
152   	"Scroll of Green Oblivion"           
153   	"Scroll of Blue Oblivion"            
154   	"Scroll of Red Oblivion"             
155   	"Scroll of Gray Oblivion"            
156   	"Sealed Green Oblivion Scroll"       
157   	"Sealed Blue Oblivion Scroll"        
158   	"Sealed Red Oblivion  Scroll"        
159   	"Sealed Gray Oblivion Scroll"        
160   	"Protection Talisman"                
161   	"Cooperation Talisman"               
163   	"Robot Knight Ring"                  
164   	"Mini Robot Ring"                    
165   	"Great Heavenly Mage Ring"           
166   	"Brown Panda Ring"                   
168   	"Character Card"                     
169   	"Decoration Ring"                    
170   	"Blessed Decoration Ring"            
171   	"Necklace of Agony"                  
172   	"Solid Symbol"                       
173   	"Ring of Ultimatum"                  
174   	"Ring of Block"                      
175   	"Protection Ring"                    
176   	"Protection Ring"                    
177   	"Talisman of Ascension I"            
178   	"Talisman of Ascension II"           
179   	"Talisman of Ascension III"          
180   	"Seal of Ascension II"               
181   	"Master Seal of Ascension II"        
210   	"WereRabbit Egg"                     
211   	"Evolution Stone"                    
212   	"Luki"                               
213   	"Luki (Evolved)"                     
214   	"Tony"                               
215   	"Tony (Evolved)"                     
216   	"Nymph"                              
217   	"Nymph (Evolved)"                    
218   	"Safi"                               
219   	"Safi (Evolved)"                     
220   	"Lucky Bag Egg"                      
221   	"Fire Flame Ghost Egg"               
222   	"Golden Goblin Egg"                  
223   	"William"                            
224   	"William (Evolved)"                  
225   	"Paul"                               
226   	"Paul (Evolved)"                     
227   	"Chiron"                             
228   	"Chiron (Evolved)"                   
229   	"Wooparoo"                           
230   	"Wooparoo (Evolved)"                 
231   	"Tibetton"                           
232   	"Tibetton (Evolved)"                 
233   	"Witch"                              
234   	"Witch (evolved)"                    
235   	"Skull"                              
236   	"Skull (evolved)"                    
237   	"Pumpy"                              
238   	"Pumpy (evolved)"                    
239   	"Muun Energy Converter"              
240   	"Wizardry Stone"                     
241   	"Savath"                             
242   	"Savath (Evolved)"                   
243   	"Lycan"                              
244   	"Lycan (Evolved)"                    
245   	"Torby"                              
246   	"Torby (Evolved)"                    
252   	"Seiren"                             
253   	"Seiren (Evolved)"                   
254   	"Behemoth"                           
255   	"Behemoth (Evolved)"                 
256   	"Loggle"                             
257   	"Loggle (Evolved)"                   
258   	"Mino"                               
259   	"Mino (Evolved)"                     
260   	"Hound"                              
261   	"Hound (Evolved)"                    
262   	"Trive"                              
263   	"Trive (Evolved)"                    
264   	"Vogan"                              
265   	"Vogan (Evolved)"                    
266   	"Cyclop"                             
267   	"Cyclop (Evolved)"                   
268   	"Dark Transformation Ring"           
270   	"Bonf"                               
271   	"Bonf (Evolved)"                     
272   	"Hawk"                               
273   	"Hawk (Evolved)"                     
274   	"Muty"                               
275   	"Muty (Evolved)"                     
276   	"Conqueror's Badge"                  
277   	"Badge of Hardships"                 
278   	"Mantis"                             
279   	"Mantis (Evolved)"                   
280   	"Scolpy"                             
281   	"Scolpy (Evolved)"                   
282   	"Chafer"                             
283   	"Chafer (Evolved)"                   
290   	"Cosplay Girl"                       
291   	"Cosplay Girl (Evolved)"             
292   	"Cheer Girl"                         
293   	"Cheer Girl (Evolved)"               
294   	"Sporty Girl"                        
295   	"Sporty Girl (Evolved)"              
296   	"Baal"                               
297   	"Baal (Evolved)"                     
298   	"Gaap"                               
299   	"Gaap (Evolved)"                     
300   	"Taaf"                               
301   	"Taaf (Evolved)"                     
302   	"Frozen"                             
303   	"Frozen(Evolved)"                    
304   	"Loor"                               
305   	"Loor(Evolved)"                      
306   	"Purssil"                            
307   	"Purssil(Evolved)"                   
308   	"Lucky Rabbit"                       
309   	"Lucky Rabbit (Evolved)"             
310   	"Songpyeon Rabbit"                   
311   	"Songpyeon Rabbit (Evolved)"         
312   	"Mortar Rabbit"                      
313   	"Mortar Rabbit (Evolved)"            
314   	"Tarius"                             
315   	"Tarius (Evolved)"                   
316   	"Rainer"                             
317   	"Rainer (Evolved)"                   
318   	"Alkamo"                             
319   	"Alkamo (Evolved)"                   
320   	"Glacuse"                            
321   	"Glacuse (Evolved)"                  
322   	"Kenturion"                          
323   	"Kenturion (Evolved)"                
324   	"Rocka"                              
325   	"Rocka (Evolved)"                    
326   	"Repen"                              
327   	"Repen (Evolved)"                    
328   	"Pawn"                               
329   	"Pawn (Evolved)"                     
330   	"Grippus"                            
331   	"Grippus (Evolved)"                  
332   	"Polar Bear"                         
333   	"Polar Bear (Evolved)"               
334   	"Present"                            
335   	"Present (Evolved)"                  
336   	"Rockinghorse"                       
337   	"Rockinghorse (Evolved)"             
338   	"Aries"                              
339   	"Aries (Evolved)"                    
340   	"Lester"                             
341   	"Lester (Evolved)"                   
342   	"Merino"                             
343   	"Merino (Evolved)"                   
344   	"Splinter"                           
345   	"Splinter(Evolved)"                  
346   	"Mutation"                           
347   	"Mutation(Evolved)"                  
348   	"Pider"                              
349   	"Pider(Evolved)"                     
350   	"Muun Egg"                           
351   	"Sealed Blood Angel Armor of Fur"    
352   	"Sealed Blood Angel Helm of Fury"    
353   	"Sealed Blood Angel Pants of Fur"    
354   	"Sealed Blood Angel Boots of Fur"    
355   	"Sealed Blood Angel Armor of Ven"    
356   	"Sealed Blood Angel Helm of Veng"    
357   	"Sealed Blood Angel Pants of Ven"    
358   	"Sealed Blood Angel Gloves of Ve"    
359   	"Sealed Blood Angel Armor of Tra"    
360   	"Sealed Blood Angel Helm of Tran"    
361   	"Sealed Blood Angel Pants of Tra"    
362   	"Sealed Blood Angel Gloves of Tr"    
363   	"Sealed Blood Angel Armor of Flu"    
364   	"Sealed Blood Angel Helm of Flur"    
365   	"Sealed Blood Angel Pants of Flu"    
366   	"Sealed Blood Angel Gloves of Fl"    
367   	"Sealed Blood Angel Armor of Red"    
368   	"Sealed Blood Angel Helm of Rede"    
369   	"Sealed Blood Angel Pants of Red"    
370   	"Sealed Blood Angel Gloves of Re"    
371   	"Sealed Blood Angel Armor of Ext"    
372   	"Sealed Blood Angel Boots of Ext"    
373   	"Sealed Blood Angel Pants of Ext"    
374   	"Sealed Blood Angel Gloves of Ex"    
375   	"Sealed Blood Angel Armor of Cap"    
376   	"Sealed Blood Angel Boots of Cap"    
377   	"Sealed Blood Angel Pants of Cap"    
378   	"Sealed Blood Angel Gloves of Ca"    
379   	"Sealed Blood Angel Armor of Con"    
380   	"Sealed Blood Angel Helm of Conq"    
381   	"Sealed Blood Angel Pants of Con"    
382   	"Sealed Blood Angel Gloves of Co"    
383   	"Sealed Blood Angel Armor of Her"    
384   	"Sealed Blood Angel Helm of Hert"    
385   	"Sealed Blood Angel Pants of Her"    
386   	"Sealed Blood Angel Gloves of He"    
387   	"ealed Blood Angel Armor of Hono"    
388   	"ealed Blood Angel Helm of Honor"    
389   	"ealed Blood Angel Pants of Hono"    
390   	"ealed Blood Angel Gloves of Hon"    
391   	"Sealed Blood Angel Armor of Des"    
392   	"Sealed Blood Angel Helm of Dest"    
393   	"Sealed Blood Angel Pants of Des"    
394   	"Sealed Blood Angel Boots of Des"    
395   	"Sealed Blood Angel Helm of Defe"    
396   	"Sealed Blood Angel Armor of Def"    
397   	"Sealed Blood Angel Pants of Def"    
398   	"Sealed Blood Angel Boots of Def"    
399   	"Sealed Blood Angel Armor of Ten"    
400   	"Sealed Blood Angel Helm of Tena"    
401   	"Sealed Blood Angel Pants of Ten"    
402   	"Sealed Blood Angel Gloves of Te"    
403   	"Sealed Blood Angel Helm of Ritu"    
404   	"Sealed Blood Angel Armor of Rit"    
405   	"Sealed Blood Angel Pants of Rit"    
406   	"Sealed Blood Angel Boots of Rit"    
407   	"Ancient Hero's Soul"                
408   	"[Bound] Pendant of Ability"         
409   	"Heywood"                            
410   	"Heywood(Evolved)"                   
411   	"Branch"                             
412   	"Branch(Evolved)"                    
413   	"Hook"                               
414   	"Hook(Evolved)"                      
415   	"Carnifle"                           
416   	"Carnifle(Evolved)"                  
417   	"Mandora"                            
418   	"Mandora(Evolved)"                   
419   	"Treat"                              
420   	"Treat(Evolved)"                     
421   	"Rose Spirit"                        
422   	"Rose Spirit(Evolved)"               
423   	"Freesia Spirit"                     
424   	"Freesia Spirit(Evolved)"            
425   	"Cherry Blossom Spirit"              
426   	"Cherry Blossom Spirit Evolve"       
427   	"Gigantes"                           
428   	"Gigantes(Evolved)"                  
429   	"Mammoth"                            
430   	"Mammoth(Evolved)"                   
431   	"Walker"                             
432   	"Walker(Evolved)"                    
433   	"Surfing Girl"                       
434   	"Surfing Girl (Evolved)"             
435   	"Tube Girl"                          
436   	"Tube Girl(Evolved)"                 
437   	"Snorkeling Girl"                    
438   	"Snorkeling Girl (Evolved)"          
439   	"Commander"                          
440   	"Commander(Evolved)"                 
441   	"Lance Soldier"                      
442   	"Lance Soldier(Evolved)"             
443   	"Bow Soldier"                        
444   	"Bow Soldier(Evolved)"               
445   	"Hammer"                             
446   	"Hammer(Evolved)"                    
447   	"Refear"                             
448   	"Refear(Evolved)"                    
449   	"Axer"                               
450   	"Axer(Evolved)"                      
451   	"Pumpkin Girl"                       
452   	"Pumpkin Girl(Evolved)"              
453   	"Ghost"                              
454   	"Ghost(Evolved)"                     
455   	"Mummified Boy"                      
456   	"Mummified Boy(Evolved)"             
457   	"Chrysanthemum"                      
458   	"Chrysanthemum(Evolved)"             
459   	"Maple"                              
460   	"Maple(Evolved)"                     
461   	"Ginkgo"                             
462   	"Ginkgo(Evolved)"                    
463   	"Ghost(Evolved)"                     
464   	"Mummified Boy(Evolved)"             
466   	"Garuda's Flame"                     
467   	"Garuda's Feather"                   
468   	"Golden Sentence"                    
469   	"[PC] Pet Panda"                     
470   	"[PC] Pet Skeleton"                  
471   	"[PC] Panda Ring"                    
472   	"[PC] Skeleton Transform Ring"       
473   	"[PC] Robot Knight Ring"             
474   	"[PC] Mini Robot Ring"               
475   	"[PC] Great Heavenly Mage Ring"      
476   	"[PC] Talisman of Ascension II"      
477   	"[PC] Aries"                         
478   	"[PC] Indulgence"                    
479   	"Event Map Ticket"                   
480   	"Toy Soldier"                        
481   	"Toy Soldier (Evolved)"              
482   	"Christmas Tree"                     
483   	"Christmas Tree (Evolved)"           
484   	"Snowman"                            
485   	"Snowman (Evolved)"                  
486   	"Busker Monkey"                      
487   	"Busker Monkey (Evolved)"            
488   	"DJ Monkey"                          
489   	"DJ Monkey (Evolved)"                
490   	"Space Monkey"                       
491   	"Space Monkey (Evolved)"             
492   	"Little Cupid"                       
493   	"Little Cupid (Evolved)"             
494   	"Chocolate Cookie"                   
495   	"Chocolate Cookie (Evolved)"         
496   	"Heart Girl"                         
497   	"Heart Girl (Evolved)"               
498   	"Candy Girl"                         
499   	"Candy Girl (Evolved)"               
500   	"Lollipop Mama"                      
501   	"Lollipop Mama (Evolved)"            
502   	"Sweet Muscle Man"                   
503   	"Sweet Muscle Man (Evolved)"         
509   	"Scroll of Black Oblivion"           
510   	"Lapidary Stone"                     
end	
	
14	
//Type	Name                                 
0     	"Apple"                              
1     	"Small Healing Potion"               
2     	"Healing Potion"                     
3     	"Large Healing Potion"               
4     	"Small Mana Potion"                  
5     	"Mana Potion"                        
6     	"Large Mana Potion"                  
7     	"Siege Potion"                       
8     	"Antidote"                           
9     	"Ale"                                
10    	"Town Portal Scroll"                 
11    	"Box of Luck"                        
12    	"Heart"                              
13    	"Jewel of Bless"                     
14    	"Jewel of Soul"                      
15    	"Zen"                                
16    	"Jewel of Life"                      
17    	"Devil's Eye"                        
18    	"Devil's Key"                        
19    	"Devil's Invitation"                 
20    	"Remedy of Love"                     
21    	"Rena"                               
22    	"Jewel of Creation"                  
23    	"Scroll of the Emperor"              
24    	"Broken Sword"                       
25    	"Tear of Elf"                        
26    	"Soul Shard of Wizard"               
28    	"Lost Map"                           
29    	"Symbol of Kundun"                   
31    	"Jewel of Guardian"                  
32    	"Pink Chocolate Box"                 
33    	"Red Chocolate Box"                  
34    	"Blue Chocolate Box"                 
35    	"Small SD Potion"                    
36    	"SD Potion"                          
37    	"Large SD Potion"                    
38    	"Small Complex Potion"               
39    	"Complex Potion"                     
40    	"Large Complex Potion"               
41    	"Gemstone"                           
42    	"Jewel of Harmony"                   
43    	"Lower refining stone"               
44    	"Higher refining stone"              
45    	"Pumpkin of Luck"                    
46    	"Jack O'Lantern Blessings"           
47    	"Jack O'Lantern Wrath"               
48    	"Jack O'Lantern Cry"                 
49    	"Jack O'Lantern Food"                
50    	"Jack O'Lantern Drink"               
51    	"Christmas Star"                     
52    	"GM Gift"                            
53    	"Talisman of Luck"                   
54    	"Chaos Card"                         
55    	"Green Chaos Box"                    
56    	"Red Chaos Box"                      
57    	"Purple Chaos Box"                   
58    	"Rare Item Ticket1"                  
59    	"Rare Item Ticket2"                  
60    	"Rare Item Ticket3"                  
61    	"Rare Item Ticket4"                  
62    	"Rare Item Ticket5"                  
63    	"Firecracker"                        
64    	"Cursed Castle Water"                
65    	"Death-beam Knight Flame"            
66    	"Hell-Miner Horn"                    
67    	"Dark Phoenix Feather"               
68    	"Abyssal Eye"                        
70    	"Elite Healing Potion"               
71    	"Elite Mana Potion"                  
72    	"Scroll of Quickness"                
73    	"Scroll of Defense"                  
74    	"Scroll of Wrath"                    
75    	"Scroll of Wizardry"                 
76    	"Scroll of Health"                   
77    	"Scroll of Mana"                     
78    	"Elixir of Strength"                 
79    	"Elixir of Agility"                  
80    	"Elixir of Health"                   
81    	"Elixir of Energy"                   
82    	"Elixir of Control"                  
83    	"Rare Item Ticket 6"                 
84    	"Cherry Blossom Play-Box"            
85    	"Cherry Blossom Wine"                
86    	"Cherry Blossom Rice Cake"           
87    	"Cherry Blossom Flower Petal"        
88    	"White Cherry Blossom Branch"        
89    	"Red Cherry Blossom Branch"          
90    	"Golden Cherry Blossom Branch"       
91    	"Summoner Character Card"            
92    	"Chaos Card Gold"                    
93    	"Chaos Card Rare"                    
94    	"Medium Elite Healing Potion"        
95    	"Chaos Card Mini"                    
96    	"Talisman of Chaos Assembly"         
97    	"Scroll of Battle"                   
98    	"Scroll of Strength"                 
99    	"Christmas Firecracker"              
100   	"Lucky Coin"                         
101   	"Suspicious Scrap of Paper"          
102   	"Gaion's Order"                      
103   	"First Secromicon Fragment"          
104   	"Second Secromicon Fragment"         
105   	"Third Secromicon Fragment"          
106   	"Fourth Secromicon Fragment"         
107   	"Fifth Secromicon Fragment"          
108   	"Sixth Secromicon Fragment"          
109   	"Complete Secromicon"                
110   	"Sign of Dimensions"                 
111   	"Mirror of Dimensions"               
112   	"Silver Key"                         
113   	"Gold Key"                           
114   	"Master Skill Reset"                 
115   	"Stat Adjustment"                    
116   	"Character Relocation Service"       
117   	"Character Rename Service"           
118   	"Server Relocation Service"          
119   	"Premium Package"                    
120   	"Goblin Gold Coin"                   
121   	"Sealed Golden Box"                  
122   	"Sealed Silver Box"                  
123   	"Golden Box"                         
124   	"Silver Box"                         
125   	"Package Box"                        
126   	"30-Day Pass"                        
127   	"90-Day Pass"                        
128   	"30-Day Pass - Points"               
129   	"90-Day Pass - Points"               
130   	"3-Hour Pass"                        
131   	"5-Hour Pass"                        
132   	"10-Hour Pass"                       
133   	"Elite SD Potion"                    
134   	"Package Box A"                      
135   	"Package Box B"                      
136   	"Package Box C"                      
137   	"Package Box D"                      
138   	"Package Box E"                      
139   	"Package Box F"                      
140   	"Scroll of Healing"                  
141   	"Shining Jewellery Case"             
142   	"Elegant Jewellery Case"             
143   	"Steel Jewellery Case"               
144   	"Old Jewellery Case"                 
145   	"Blood Angel's Spirit Conversion"    
146   	"Rare Item Ticket 8"                 
147   	"Rare Item Ticket 9"                 
148   	"Rare Item Ticket 10"                
149   	"Rare Item Ticket 11"                
150   	"Rare Item Ticket 12"                
151   	"Lv. 1 Letter of Request"            
152   	"Lv. 1 Completion Certificate"       
153   	"Stardust"                           
154   	"Kalt Stone"                         
155   	"Tantalos's Armor"                   
156   	"Burnt Murderer's Club"              
157   	"Green Box"                          
158   	"Red Box"                            
159   	"Purple Box"                         
160   	"Jewel of Extension"                 
161   	"Jewel of Elevation"                 
162   	"Magic Backpack"                     
163   	"Vault Expansion Certificate"        
164   	"Ancient Statue"                     
165   	"Magic Cloth"                        
166   	"Space Cloth"                        
167   	"Phase Cloth"                        
168   	"Dimension Cloth"                    
169   	"RageFighter Character Card"         
170   	"Lv. 2 letter of Request"            
171   	"Lv. 2 Completion Certificate"       
176   	"Death King's Bone"                  
177   	"Hell Maine's Leather"               
178   	"Dark Phoenix Flame"                 
179   	"Death Beam Knight Soul"             
180   	"Ice Walker's Mane"                  
181   	"Mammoth's Bundle of Fur"            
182   	"Giant's Icicle"                     
183   	"Coolutin's Poison"                  
184   	"Iron Knight's Heart"                
185   	"Dark Mammoth's Horn"                
186   	"Dark Giant's Axe"                   
187   	"Dark Coolutin's Blood"              
188   	"Dark Iron Knight's Sword"           
189   	"Elemental Talisman of Luck"         
190   	"Elemental Talisman of Chaos"        
191   	"Sonic Combination Note"             
192   	"Cyclone Combination Note"           
193   	"Blast Combination Note"             
194   	"Magma Combination Note"             
195   	"Horn Combination Note"              
196   	"Angelic Combination Note"           
197   	"Devil Cross Combination Note"       
198   	"Miracle Combination Note"           
199   	"Spite Combination Note"             
200   	"Asura Combination Note"             
201   	"Thunder Combination Note"           
202   	"Soul Combination Note"              
206   	"Lackluster Box"                     
207   	"Luxurious Box"                      
208   	"Exciting Box"                       
209   	"Tradeable Seal"                     
210   	"Summon Scroll (Lv1)"                
211   	"Summon Scroll (Lv2)"                
212   	"Summon Scroll (Lv3)"                
213   	"Summon Scroll (Lv4)"                
215   	"Card Piece"                         
216   	"Card Deck"                          
217   	"Titan's Anger"                      
218   	"Tantalose's Punishment"             
219   	"Erohim's Nightmare"                 
220   	"Hell Maine's Insanity"              
221   	"Kundun's Greed"                     
222   	"Unique Accessory Box"               
223   	"Cursed Castle Water"                
224   	"Bless of Light (Greater)"           
225   	"Scroll Master of Defense"           
226   	"Scroll Master of Wizardry"          
227   	"Scroll Master of Health"            
228   	"Scroll Master of Mana"              
229   	"Scroll Master of Wrath"             
230   	"Scroll Master of Recovery"          
231   	"Scroll Master of Battle"            
232   	"Scroll Master of Strenghener"       
233   	"Unique Weapon Box"                  
234   	"Monster Summoning Scroll"           
235   	"Scroll of Swiftness Master"         
236   	"Reward Jar"                         
237   	"Reward Jar"                         
238   	"Reward Jar"                         
239   	"Reward Jar"                         
240   	"Reward Jar"                         
241   	"Valuable Reward Jar"                
244   	"Evomon Summoning Scroll"            
245   	"Tetra Crystal (Greater)"            
246   	"Tetra Crystal (Standard)"           
247   	"Tetra Crystal (Minor)"              
248   	"Minor Evomon Box"                   
249   	"Standard Evomon Box"                
250   	"Greater Evomon Box"                 
251   	"Luxurious Evomon Box"               
252   	"Magnificent Evomon Box"             
253   	"Legendary Evomon Box"               
254   	"Gift of Henchmen"                   
256   	"Gift of Knights"                    
257   	"Gift of High Knights"               
258   	"Minor Devil's Box"                  
259   	"Devil's Box"                        
260   	"High Devil's Box"                   
261   	"Guardsman's Box"                    
262   	"Guardman Captain's Box"             
263   	"Bless of Light (Low Grade)"         
264   	"Bless of Light (Middle Grade)"      
265   	"Goblin Treasure Box (Green)"        
266   	"Goblin Treasure Box (Blue)"         
267   	"Goblin Treasure Box (Red)"          
268   	"Goblin Treasure Box (Yellow)"       
269   	"Normal EXP Potion (1)"              
270   	"Normal EXP Potion (2)"              
271   	"Normal EXP Potion (3)"              
272   	"Normal EXP Potion (4)"              
273   	"Master EXP Potion (1)"              
274   	"Master EXP Potion (2)"              
275   	"Master EXP Potion (3)"              
276   	"Master EXP Potion (4)"              
277   	"Special Card"                       
278   	"Piece of Summoning Scroll"          
279   	"Master EXP Potion (5)"              
280   	"Master EXP Potion (6)"              
281   	"Grow Lancer Character Card"         
282   	"Mastery Box(Minor)"                 
283   	"Mastery Box(Standard)"              
284   	"Mastery Box(Greater)"               
285   	"Ruud"                               
286   	"Pentagram Box"                      
287   	"Mastery Reward Chest(2000)"         
288   	"Mastery Reward Chest(1000)"         
289   	"Mastery Reward Chest(500)"          
290   	"Elemental Powder"                   
293   	"Elemental Capsule(Normal)"          
296   	"Capsule (Fire)"                     
309   	"Fragment of Radiance slot (1)"      
310   	"Fragment of Radiance slot (2)"      
311   	"Fragment of Radiance slot (3)"      
312   	"Fragment of Radiance slot (4)"      
316   	"Expansion Scroll Radiance Slo"      
317   	"Talisman Element Change"            
320   	"Blessing of Spirit"                 
331   	"[PC] 1 hour Gift Box"               
332   	"[PC] 4  hour Gift Box"              
333   	"[PC] 8 hour Gift Box"               
334   	"[PC] 12 hour Gift Box"              
336   	"Mastery Reward Chest(100)"          
337   	"Capsule(Earth)"                     
338   	"Capsule(Water)"                     
339   	"Capsule(Wind)"                      
340   	"Capsule(Darkness)"                  
341   	"Sealed Stone Shard"                 
342   	"Steel of Heaven"                    
343   	"Archangel's Hammer"                 
344   	"[Speed] Archangel Weapon Box"       
345   	"Mysterious Stone"                   
346   	"Fire Symbol"                        
347   	"Water Symbol"                       
348   	"Earth Symbol"                       
349   	"Wind Symbol"                        
350   	"Darkness Symbol"                    
351   	"Element Box"                        
352   	"Ruud Box(10)"                       
353   	"Magic Fragment"                     
354   	"[14th Anniversary] Gift Box"        
355   	"[14Year]Special Prize Box"          
356   	"[PC Cafe] Ruud Box"                 
357   	"[Speed] Helm Box"                   
358   	"[Speed] Armor Box"                  
359   	"[Speed] Pants Box"                  
360   	"[Speed] Gloves Box"                 
361   	"[Speed] Boots Box"                  
364   	"Socket Upgrade Note"                
365   	"Slice of Pizza"                     
366   	"Pizza"                              
367   	"Roomy Card Box (Lower)"             
368   	"Roomy Card Box (Medium)"            
369   	"Roomy Card Box (Higher)"            
370   	"Seed"                               
371   	"[Bound] Bless of Light (Greater"    
372   	"[Bound] Bless of Light (Middle)"    
373   	"[Bound] Bless of Light (Low Gra"    
374   	"[Event] Lower Box"                  
375   	"[Event] Medium Box"                 
376   	"[Event] Higher Box"                 
377   	"[Event] Luxury Box"                 
378   	"Seed Capsule (Fire)"                
379   	"Seed Capsule (Water)"               
380   	"Seed Capsule (Ice)"                 
381   	"Seed Capsule (Wind)"                
382   	"Seed Capsule (Lightning)"           
383   	"Seed Capsule (Earth)"               
384   	"Sphere Upgrade Rune Capsule"        
385   	"Mysterious Box"                     
386   	"Darkangel Anvil"                    
389   	"Holyangel Spirit"                   
390   	"Nixie's spirit fragment"            
391   	"Event Gift Box"                     
392   	"Card Box"                           
